Any,Mes,Desc_Mes,Precipitacions
1959,6,Juny,45.0
1959,7,Juliol,38.0
1959,8,Agost,10.2
1959,9,Setembre,284.5
1959,10,Octubre,140.4
1959,11,Novembre,52.0
1959,12,Desembre,32.9
1960,1,Gener,21.6
1960,2,Febrer,34.8
1960,3,Març,89.6
1960,4,Abril,15.6
1960,5,Maig,3.6
1960,6,Juny,50.9
1960,7,Juliol,45.4
1960,8,Agost,56.1
1960,9,Setembre,62.3
1960,10,Octubre,103.4
1960,11,Novembre,16.1
1960,12,Desembre,83.3
1961,1,Gener,51.9
1961,2,Febrer,0.4
1961,3,Març,8.0
1961,4,Abril,30.8
1961,5,Maig,39.6
1961,6,Juny,24.2
1961,7,Juliol,24.4
1961,8,Agost,34.5
1961,9,Setembre,108.3
1961,10,Octubre,13.4
1961,11,Novembre,78.2
1961,12,Desembre,3.4
1962,1,Gener,57.3
1962,2,Febrer,77.2
1962,3,Març,52.0
1962,4,Abril,60.5
1962,5,Maig,77.4
1962,6,Juny,10.5
1962,7,Juliol,7.3
1962,8,Agost,3.4
1962,9,Setembre,149.9
1962,10,Octubre,93.9
1962,11,Novembre,170.7
1962,12,Desembre,78.9
1963,1,Gener,127.9
1963,2,Febrer,43.6
1963,3,Març,11.6
1963,4,Abril,56.7
1963,5,Maig,16.1
1963,6,Juny,72.5
1963,7,Juliol,17.7
1963,8,Agost,88.4
1963,9,Setembre,173.3
1963,10,Octubre,55.3
1963,11,Novembre,78.1
1963,12,Desembre,49.6
1964,1,Gener,9.0
1964,2,Febrer,75.9
1964,3,Març,57.1
1964,4,Abril,39.0
1964,5,Maig,26.4
1964,6,Juny,30.2
1964,7,Juliol,1.9
1964,8,Agost,58.9
1964,9,Setembre,59.6
1964,10,Octubre,17.6
1964,11,Novembre,39.1
1964,12,Desembre,67.2
1965,1,Gener,15.9
1965,2,Febrer,32.6
1965,3,Març,30.1
1965,4,Abril,40.2
1965,5,Maig,14.1
1965,6,Juny,7.4
1965,7,Juliol,28.7
1965,8,Agost,16.2
1965,9,Setembre,55.3
1965,10,Octubre,285.1
1965,11,Novembre,41.8
1965,12,Desembre,18.6
1966,1,Gener,29.9
1966,2,Febrer,44.2
1966,3,Març,13.7
1966,4,Abril,76.7
1966,5,Maig,57.1
1966,6,Juny,21.7
1966,7,Juliol,51.4
1966,8,Agost,62.6
1966,9,Setembre,43.5
1966,10,Octubre,134.1
1966,11,Novembre,28.2
1966,12,Desembre,0.0
1967,1,Gener,21.0
1967,2,Febrer,26.0
1967,3,Març,42.6
1967,4,Abril,71.0
1967,5,Maig,37.6
1967,6,Juny,42.9
1967,7,Juliol,1.2
1967,8,Agost,58.4
1967,9,Setembre,25.0
1967,10,Octubre,113.8
1967,11,Novembre,110.4
1967,12,Desembre,20.4
1968,1,Gener,1.9
1968,2,Febrer,35.9
1968,3,Març,33.7
1968,4,Abril,45.7
1968,5,Maig,45.0
1968,6,Juny,95.5
1968,7,Juliol,5.5
1968,8,Agost,85.4
1968,9,Setembre,17.6
1968,10,Octubre,0.8
1968,11,Novembre,159.6
1968,12,Desembre,51.5
1969,1,Gener,27.4
1969,2,Febrer,31.6
1969,3,Març,92.7
1969,4,Abril,153.7
1969,5,Maig,21.5
1969,6,Juny,26.6
1969,7,Juliol,17.0
1969,8,Agost,51.4
1969,9,Setembre,122.9
1969,10,Octubre,138.5
1969,11,Novembre,44.4
1969,12,Desembre,35.8
1970,1,Gener,29.2
1970,2,Febrer,0.0
1970,3,Març,38.4
1970,4,Abril,19.7
1970,5,Maig,79.6
1970,6,Juny,6.1
1970,7,Juliol,13.9
1970,8,Agost,25.8
1970,9,Setembre,2.0
1970,10,Octubre,132.0
1970,11,Novembre,32.4
1970,12,Desembre,109.0
1971,1,Gener,19.4
1971,2,Febrer,5.6
1971,3,Març,69.1
1971,4,Abril,97.5
1971,5,Maig,75.5
1971,6,Juny,41.7
1971,7,Juliol,41.6
1971,8,Agost,25.0
1971,9,Setembre,121.3
1971,10,Octubre,141.1
1971,11,Novembre,119.1
1971,12,Desembre,365.8
1972,1,Gener,87.4
1972,2,Febrer,36.8
1972,3,Març,49.1
1972,4,Abril,76.5
1972,5,Maig,138.9
1972,6,Juny,71.1
1972,7,Juliol,6.2
1972,8,Agost,75.9
1972,9,Setembre,121.2
1972,10,Octubre,65.8
1972,11,Novembre,29.5
1972,12,Desembre,37.1
1973,1,Gener,15.2
1973,2,Febrer,3.7
1973,3,Març,24.4
1973,4,Abril,54.3
1973,5,Maig,43.9
1973,6,Juny,56.3
1973,7,Juliol,5.7
1973,8,Agost,49.6
1973,9,Setembre,77.4
1973,10,Octubre,4.9
1973,11,Novembre,16.0
1973,12,Desembre,105.2
1974,1,Gener,6.4
1974,2,Febrer,33.6
1974,3,Març,110.0
1974,4,Abril,81.8
1974,5,Maig,71.9
1974,6,Juny,39.3
1974,7,Juliol,8.5
1974,8,Agost,93.7
1974,9,Setembre,61.0
1974,10,Octubre,48.7
1974,11,Novembre,4.3
1974,12,Desembre,0.0
1975,1,Gener,32.1
1975,2,Febrer,42.4
1975,3,Març,52.7
1975,4,Abril,43.1
1975,5,Maig,67.7
1975,6,Juny,48.9
1975,7,Juliol,7.2
1975,8,Agost,115.7
1975,9,Setembre,70.0
1975,10,Octubre,14.5
1975,11,Novembre,4.7
1975,12,Desembre,50.4
1976,1,Gener,6.7
1976,2,Febrer,81.9
1976,3,Març,10.2
1976,4,Abril,26.3
1976,5,Maig,33.6
1976,6,Juny,40.9
1976,7,Juliol,121.2
1976,8,Agost,196.2
1976,9,Setembre,36.6
1976,10,Octubre,41.0
1976,11,Novembre,23.4
1976,12,Desembre,90.8
1977,1,Gener,81.0
1977,2,Febrer,7.0
1977,3,Març,49.2
1977,4,Abril,56.7
1977,5,Maig,235.1
1977,6,Juny,95.9
1977,7,Juliol,77.4
1977,8,Agost,13.5
1977,9,Setembre,16.1
1977,10,Octubre,46.9
1977,11,Novembre,71.3
1977,12,Desembre,65.8
1978,1,Gener,31.7
1978,2,Febrer,24.4
1978,3,Març,64.7
1978,4,Abril,118.5
1978,5,Maig,23.8
1978,6,Juny,45.5
1978,7,Juliol,19.9
1978,8,Agost,6.3
1978,9,Setembre,67.0
1978,10,Octubre,64.5
1978,11,Novembre,0.4
1978,12,Desembre,38.2
1979,1,Gener,262.4
1979,2,Febrer,12.4
1979,3,Març,23.7
1979,4,Abril,17.9
1979,5,Maig,35.2
1979,6,Juny,12.7
1979,7,Juliol,7.5
1979,8,Agost,20.3
1979,9,Setembre,92.8
1979,10,Octubre,210.5
1979,11,Novembre,31.5
1979,12,Desembre,37.0
1980,1,Gener,18.4
1980,2,Febrer,48.9
1980,3,Març,20.9
1980,4,Abril,44.1
1980,5,Maig,112.2
1980,6,Juny,76.3
1980,7,Juliol,16.9
1980,8,Agost,72.0
1980,9,Setembre,21.1
1980,10,Octubre,25.4
1980,11,Novembre,71.2
1980,12,Desembre,11.5
1981,1,Gener,55.9
1981,2,Febrer,49.9
1981,3,Març,51.1
1981,4,Abril,58.2
1981,5,Maig,43.9
1981,6,Juny,60.9
1981,7,Juliol,45.5
1981,8,Agost,72.7
1981,9,Setembre,35.6
1981,10,Octubre,15.8
1981,11,Novembre,0.0
1981,12,Desembre,18.8
1982,1,Gener,57.0
1982,2,Febrer,163.8
1982,3,Març,125.1
1982,4,Abril,9.3
1982,5,Maig,12.0
1982,6,Juny,17.7
1982,7,Juliol,30.5
1982,8,Agost,95.8
1982,9,Setembre,10.9
1982,10,Octubre,64.0
1982,11,Novembre,122.4
1982,12,Desembre,5.4
1983,1,Gener,0.0
1983,2,Febrer,72.7
1983,3,Març,22.6
1983,4,Abril,3.4
1983,5,Maig,27.7
1983,6,Juny,37.5
1983,7,Juliol,0.6
1983,8,Agost,63.4
1983,9,Setembre,17.5
1983,10,Octubre,86.7
1983,11,Novembre,330.4
1983,12,Desembre,16.2
1984,1,Gener,15.5
1984,2,Febrer,40.9
1984,3,Març,161.0
1984,4,Abril,19.5
1984,5,Maig,146.9
1984,6,Juny,35.3
1984,7,Juliol,1.7
1984,8,Agost,83.1
1984,9,Setembre,46.3
1984,10,Octubre,10.6
1984,11,Novembre,95.5
1984,12,Desembre,13.4
1985,1,Gener,17.7
1985,2,Febrer,15.9
1985,3,Març,17.5
1985,4,Abril,55.0
1985,5,Maig,85.4
1985,6,Juny,21.2
1985,7,Juliol,16.4
1985,8,Agost,2.0
1985,9,Setembre,2.9
1985,10,Octubre,145.2
1985,11,Novembre,67.5
1985,12,Desembre,17.2
1986,1,Gener,92.5
1986,2,Febrer,25.0
1986,3,Març,28.2
1986,4,Abril,93.0
1986,5,Maig,42.1
1986,6,Juny,11.9
1986,7,Juliol,29.6
1986,8,Agost,26.9
1986,9,Setembre,84.4
1986,10,Octubre,78.7
1986,11,Novembre,18.0
1986,12,Desembre,55.2
1987,1,Gener,66.8
1987,2,Febrer,128.5
1987,3,Març,25.5
1987,4,Abril,12.8
1987,5,Maig,48.4
1987,6,Juny,3.1
1987,7,Juliol,76.5
1987,8,Agost,23.1
1987,9,Setembre,68.4
1987,10,Octubre,325.4
1987,11,Novembre,105.1
1987,12,Desembre,98.7
1988,1,Gener,143.1
1988,2,Febrer,0.0
1988,3,Març,7.8
1988,4,Abril,75.2
1988,5,Maig,80.3
1988,6,Juny,40.1
1988,7,Juliol,2.0
1988,8,Agost,28.3
1988,9,Setembre,75.8
1988,10,Octubre,56.0
1988,11,Novembre,152.8
1988,12,Desembre,0.0
1989,1,Gener,4.2
1989,2,Febrer,13.7
1989,3,Març,31.3
1989,4,Abril,80.3
1989,5,Maig,27.3
1989,6,Juny,29.0
1989,7,Juliol,3.7
1989,8,Agost,65.6
1989,9,Setembre,59.9
1989,10,Octubre,17.9
1989,11,Novembre,135.8
1989,12,Desembre,30.5
1990,1,Gener,13.7
1990,2,Febrer,0.0
1990,3,Març,23.1
1990,4,Abril,83.3
1990,5,Maig,72.2
1990,6,Juny,45.9
1990,7,Juliol,8.0
1990,8,Agost,26.6
1990,9,Setembre,57.7
1990,10,Octubre,173.7
1990,11,Novembre,76.0
1990,12,Desembre,17.9
1991,1,Gener,41.8
1991,2,Febrer,69.6
1991,3,Març,93.8
1991,4,Abril,41.8
1991,5,Maig,148.1
1991,6,Juny,5.6
1991,7,Juliol,4.8
1991,8,Agost,67.3
1991,9,Setembre,39.1
1991,10,Octubre,74.5
1991,11,Novembre,64.9
1991,12,Desembre,168.0
1992,1,Gener,47.5
1992,2,Febrer,8.7
1992,3,Març,26.7
1992,4,Abril,26.3
1992,5,Maig,103.1
1992,6,Juny,162.3
1992,7,Juliol,61.4
1992,8,Agost,45.4
1992,9,Setembre,24.2
1992,10,Octubre,70.5
1992,11,Novembre,0.3
1992,12,Desembre,18.9
1993,1,Gener,0.0
1993,2,Febrer,25.2
1993,3,Març,96.2
1993,4,Abril,98.5
1993,5,Maig,25.0
1993,6,Juny,8.4
1993,7,Juliol,21.6
1993,8,Agost,59.1
1993,9,Setembre,248.1
1993,10,Octubre,63.2
1993,11,Novembre,31.3
1993,12,Desembre,0.0
1994,1,Gener,15.4
1994,2,Febrer,48.2
1994,3,Març,59.0
1994,4,Abril,42.4
1994,5,Maig,42.2
1994,6,Juny,44.6
1994,7,Juliol,0.3
1994,8,Agost,4.9
1994,9,Setembre,272.5
1994,10,Octubre,156.7
1994,11,Novembre,49.9
1994,12,Desembre,9.6
1995,1,Gener,9.4
1995,2,Febrer,12.6
1995,3,Març,7.2
1995,4,Abril,35.4
1995,5,Maig,24.5
1995,6,Juny,30.3
1995,7,Juliol,4.8
1995,8,Agost,68.7
1995,9,Setembre,142.2
1995,10,Octubre,18.8
1995,11,Novembre,65.8
1995,12,Desembre,84.4
1996,1,Gener,128.0
1996,2,Febrer,27.6
1996,3,Març,55.9
1996,4,Abril,119.5
1996,5,Maig,68.4
1996,6,Juny,89.2
1996,7,Juliol,1.0
1996,8,Agost,43.4
1996,9,Setembre,73.4
1996,10,Octubre,110.9
1996,11,Novembre,137.1
1996,12,Desembre,128.0
1997,1,Gener,152.1
1997,2,Febrer,0.2
1997,3,Març,5.2
1997,4,Abril,62.3
1997,5,Maig,10.0
1997,6,Juny,60.7
1997,7,Juliol,26.3
1997,8,Agost,24.9
1997,9,Setembre,26.5
1997,10,Octubre,32.4
1997,11,Novembre,52.9
1997,12,Desembre,118.5
1998,1,Gener,85.0
1998,2,Febrer,6.4
1998,3,Març,8.3
1998,4,Abril,14.8
1998,5,Maig,13.6
1998,6,Juny,9.6
1998,7,Juliol,4.1
1998,8,Agost,49.8
1998,9,Setembre,87.3
1998,10,Octubre,71.0
1998,11,Novembre,9.6
1998,12,Desembre,125.6
1999,1,Gener,49.0
1999,2,Febrer,0.4
1999,3,Març,14.4
1999,4,Abril,29.0
1999,5,Maig,35.6
1999,6,Juny,15.6
1999,7,Juliol,10.5
1999,8,Agost,5.3
1999,9,Setembre,171.7
1999,10,Octubre,116.1
1999,11,Novembre,61.6
1999,12,Desembre,12.2
2000,1,Gener,26.6
2000,2,Febrer,1.1
2000,3,Març,47.5
2000,4,Abril,80.4
2000,5,Maig,85.4
2000,6,Juny,17.2
2000,7,Juliol,1.9
2000,8,Agost,13.7
2000,9,Setembre,56.4
2000,10,Octubre,61.1
2000,11,Novembre,13.9
2000,12,Desembre,63.9
2001,1,Gener,84.2
2001,2,Febrer,21.0
2001,3,Març,17.1
2001,4,Abril,34.0
2001,5,Maig,31.9
2001,6,Juny,3.0
2001,7,Juliol,80.4
2001,8,Agost,16.4
2001,9,Setembre,48.7
2001,10,Octubre,36.8
2001,11,Novembre,67.8
2001,12,Desembre,31.0
2002,1,Gener,46.3
2002,2,Febrer,20.3
2002,3,Març,85.7
2002,4,Abril,113.6
2002,5,Maig,122.9
2002,6,Juny,37.4
2002,7,Juliol,125.9
2002,8,Agost,97.7
2002,9,Setembre,33.6
2002,10,Octubre,161.9
2002,11,Novembre,65.7
2002,12,Desembre,52.5
2003,1,Gener,24.6
2003,2,Febrer,154.5
2003,3,Març,15.8
2003,4,Abril,16.5
2003,5,Maig,52.9
2003,6,Juny,0.0
2003,7,Juliol,4.3
2003,8,Agost,31.4
2003,9,Setembre,97.9
2003,10,Octubre,150.8
2003,11,Novembre,16.6
2003,12,Desembre,36.0
2004,1,Gener,2.6
2004,2,Febrer,107.1
2004,3,Març,68.2
2004,4,Abril,128.9
2004,5,Maig,36.6
2004,6,Juny,14.5
2004,7,Juliol,32.1
2004,8,Agost,12.0
2004,9,Setembre,71.1
2004,10,Octubre,27.9
2004,11,Novembre,9.8
2004,12,Desembre,77.6
2005,1,Gener,0.0
2005,2,Febrer,55.6
2005,3,Març,18.3
2005,4,Abril,14.1
2005,5,Maig,33.3
2005,6,Juny,11.5
2005,7,Juliol,7.8
2005,8,Agost,41.7
2005,9,Setembre,105.6
2005,10,Octubre,127.1
2005,11,Novembre,140.3
2005,12,Desembre,3.1
2006,1,Gener,150.4
2006,2,Febrer,19.1
2006,3,Març,18.2
2006,4,Abril,7.2
2006,5,Maig,3.0
2006,6,Juny,1.5
2006,7,Juliol,0.1
2006,8,Agost,43.7
2006,9,Setembre,154.1
2006,10,Octubre,37.9
2006,11,Novembre,1.5
2006,12,Desembre,37.9
2007,1,Gener,6.2
2007,2,Febrer,35.3
2007,3,Març,19.3
2007,4,Abril,119.6
2007,5,Maig,36.3
2007,6,Juny,0.0
2007,7,Juliol,0.7
2007,8,Agost,91.7
2007,9,Setembre,9.9
2007,10,Octubre,157.9
2007,11,Novembre,1.0
2007,12,Desembre,15.7
2008,1,Gener,29.8
2008,2,Febrer,36.5
2008,3,Març,25.6
2008,4,Abril,24.3
2008,5,Maig,120.9
2008,6,Juny,36.9
2008,7,Juliol,55.9
2008,8,Agost,11.8
2008,9,Setembre,25.8
2008,10,Octubre,83.2
2008,11,Novembre,51.6
2008,12,Desembre,96.8
2009,1,Gener,68.9
2009,2,Febrer,41.5
2009,3,Març,74.1
2009,4,Abril,88.8
2009,5,Maig,15.0
2009,6,Juny,6.8
2009,7,Juliol,45.0
2009,8,Agost,0.4
2009,9,Setembre,29.3
2009,10,Octubre,103.8
2009,11,Novembre,4.8
2009,12,Desembre,45.9
2010,1,Gener,62.4
2010,2,Febrer,95.9
2010,3,Març,76.9
2010,4,Abril,24.1
2010,5,Maig,154.1
2010,6,Juny,35.7
2010,7,Juliol,13.0
2010,8,Agost,24.5
2010,9,Setembre,95.5
2010,10,Octubre,91.5
2010,11,Novembre,14.2
2010,12,Desembre,32.8
2011,1,Gener,41.6
2011,2,Febrer,24.4
2011,3,Març,185.2
2011,4,Abril,18.4
2011,5,Maig,89.1
2011,6,Juny,109.4
2011,7,Juliol,104.8
2011,8,Agost,0.8
2011,9,Setembre,7.3
2011,10,Octubre,81.4
2011,11,Novembre,203.1
2011,12,Desembre,0.0
2012,1,Gener,4.8
2012,2,Febrer,11.1
2012,3,Març,33.0
2012,4,Abril,83.2
2012,5,Maig,33.4
2012,6,Juny,2.9
2012,7,Juliol,21.9
2012,8,Agost,17.4
2012,9,Setembre,81.6
2012,10,Octubre,145.9
2012,11,Novembre,38.8
2012,12,Desembre,5.7
2013,1,Gener,32.5
2013,2,Febrer,35.7
2013,3,Març,137.0
2013,4,Abril,90.4
2013,5,Maig,67.4
2013,6,Juny,19.0
2013,7,Juliol,14.9
2013,8,Agost,5.0
2013,9,Setembre,22.6
2013,10,Octubre,28.8
2013,11,Novembre,110.5
2013,12,Desembre,16.2
2014,1,Gener,43.0
2014,2,Febrer,22.8
2014,3,Març,30.0
2014,4,Abril,76.5
2014,5,Maig,50.8
2014,6,Juny,27.8
2014,7,Juliol,85.0
2014,8,Agost,25.1
2014,9,Setembre,155.6
2014,10,Octubre,10.2
2014,11,Novembre,143.0
2014,12,Desembre,22.6
2015,1,Gener,13.5
2015,2,Febrer,11.3
2015,3,Març,48.0
2015,4,Abril,12.5
2015,5,Maig,53.2
2015,6,Juny,10.8
2015,7,Juliol,26.2
2015,8,Agost,41.0
2015,9,Setembre,60.7
2015,10,Octubre,29.6
2015,11,Novembre,38.7
2015,12,Desembre,0.3
2016,1,Gener,1.1
2016,2,Febrer,39.9
2016,3,Març,44.2
2016,4,Abril,68.1
2016,5,Maig,28.7
2016,6,Juny,19.4
2016,7,Juliol,16.9
2016,8,Agost,17.6
2016,9,Setembre,95.7
2016,10,Octubre,75.8
2016,11,Novembre,38.5
2016,12,Desembre,34.3
2017,1,Gener,32.0
2017,2,Febrer,31.2
2017,3,Març,136.4
2017,4,Abril,48.1
2017,5,Maig,20.4
2017,6,Juny,25.9
2017,7,Juliol,7.2
2017,8,Agost,17.4
2017,9,Setembre,53.3
2017,10,Octubre,128.2
2017,11,Novembre,15.2
2017,12,Desembre,3.1
2018,1,Gener,63.6
2018,2,Febrer,104.6
2018,3,Març,112.5
2018,4,Abril,83.0
2018,5,Maig,30.3
2018,6,Juny,53.1
2018,7,Juliol,51.5
2018,8,Agost,36.5
2018,9,Setembre,44.4
2018,10,Octubre,201.9
2018,11,Novembre,201.8
2018,12,Desembre,4.8
2019,1,Gener,18.2
2019,2,Febrer,4.6
2019,3,Març,0.3
2019,4,Abril,36.2
2019,5,Maig,109
2019,6,Juny,19.3
2019,7,Juliol,75.8
2019,8,Agost,23.1
2019,9,Setembre,71.5
2019,10,Octubre,83.2
2019,11,Novembre,39.4
2019,12,Desembre,119.2
2020,1,Gener,89.3
2020,2,Febrer,2.8
2020,3,Març,61.6
2020,4,Abril,258.7
2020,5,Maig,29.2
2020,6,Juny,69.1
2020,7,Juliol,23.1
2020,8,Agost,12.4
2020,9,Setembre,60.2
2020,10,Octubre,23.1
2020,11,Novembre,52.5
2020,12,Desembre,41.5
2021,1,Gener,26.2
2021,2,Febrer,26.5
2021,3,Març,7.7
2021,4,Abril,62.7
2021,5,Maig,13.4
2021,6,Juny,7.8
2021,7,Juliol,9.0
2021,8,Agost,8.3
2021,9,Setembre,23.3
2021,10,Octubre,63.0
2021,11,Novembre,75.9
2021,12,Desembre,3.8
2022,1,Gener,12.3
2022,2,Febrer,1.9
2022,3,Març,89.5
2022,4,Abril,38.9
2022,5,Maig,20.0
2022,6,Juny,9.5
2022,7,Juliol,2.7
2022,8,Agost,67.9
2022,9,Setembre,13.1
2022,10,Octubre,11.3
2022,11,Novembre,7.6
2022,12,Desembre,33
2023,1,Gener,8.7
2023,2,Febrer,40.7
2023,3,Març,1
2023,4,Abril,36
2023,5,Maig,46.5
2023,6,Juny,39.8
2023,7,Juliol,6.2
2023,8,Agost,44.6
2023,9,Setembre,50.4
2023,10,Octubre,29.2
2023,11,Novembre,3.7
2023,12,Desembre,2.7
2024,1,Gener,26.8
2024,2,Febrer,27.8
2024,3,Març,87.9
2024,4,Abril,94.5
2024,5,Maig,29.6
2024,6,Juny,74.7
2024,7,Juliol,33.4
2024,8,Agost,17.6
2024,9,Setembre,70.7
2024,10,Octubre,118.5
2024,11,Novembre,54.3
2024,12,Desembre,38.4
